CustomerID,StartDate,EndDate,PlanType,MonthlyRevenue,CustomerSegment,MonthlyLogins,SupportTickets,SatisfactionScore,Churn,ChurnReason
CUST1086,2023-09-28,2023-11-25,Basic,10,Working Professional,56,10,4,1,High Price
CUST1087,2023-04-29,,Premium,50,Working Professional,56,2,3,0,Active
CUST1088,2023-07-13,,Standard,25,Business,65,4,3,0,Active
CUST1089,2023-05-27,2024-03-14,Standard,25,Working Professional,16,11,1,1,Low Usage
CUST1090,2023-02-13,2023-10-11,Basic,10,Working Professional,93,0,3,1,Switched Competitor
CUST1091,2023-06-04,,Premium,50,Business,41,10,4,0,Active
CUST1092,2023-01-07,,Basic,10,Business,61,10,3,0,Active
CUST1093,2023-05-07,,Standard,25,Working Professional,71,3,3,0,Active
CUST1094,2023-09-03,,Basic,10,Business,50,11,4,0,Active
CUST1095,2023-03-04,2023-05-30,Basic,10,Working Professional,51,10,5,1,Low Usage
CUST1096,2023-09-26,,Premium,50,Student,33,5,4,0,Active
CUST1097,2023-04-23,,Standard,25,Student,91,2,5,0,Active
CUST1098,2023-12-16,2024-04-08,Basic,10,Working Professional,21,10,5,1,Switched Competitor
CUST1099,2023-08-19,,Standard,25,Student,53,6,5,0,Active
CUST1100,2023-03-01,2023-08-05,Basic,10,Working Professional,39,2,3,1,Switched Competitor
CUST1101,2023-06-08,,Standard,25,Working Professional,66,8,3,0,Active
CUST1102,2023-05-27,,Premium,50,Business,81,0,1,0,Active
CUST1103,2023-12-13,,Basic,10,Business,58,2,2,0,Active
CUST1104,2023-09-05,,Premium,50,Business,53,6,5,0,Active
CUST1105,2023-12-19,,Standard,25,Student,90,4,4,0,Active
CUST1106,2023-08-15,2024-04-25,Basic,10,Student,20,11,5,1,Switched Competitor
CUST1107,2023-01-07,2023-08-29,Premium,50,Business,95,8,3,1,Low Usage
CUST1108,2023-03-02,2023-04-06,Standard,25,Student,65,4,3,1,Low Usage
CUST1109,2023-07-21,2023-10-07,Premium,50,Business,43,3,2,1,High Price
CUST1110,2023-02-17,2024-01-14,Basic,10,Working Professional,48,4,5,1,Poor Service
CUST1111,2023-02-24,,Basic,10,Business,22,9,5,0,Active
CUST1112,2023-04-22,2023-12-28,Premium,50,Student,98,8,5,1,Low Usage
CUST1113,2023-07-26,,Standard,25,Working Professional,2,3,2,0,Active
CUST1114,2023-03-06,,Basic,10,Student,90,5,4,0,Active
CUST1115,2023-03-30,,Standard,25,Student,39,11,4,0,Active
CUST1116,2023-10-15,2024-01-16,Standard,25,Business,13,2,1,1,Low Usage
CUST1117,2023-03-23,,Premium,50,Working Professional,113,11,2,0,Active
CUST1118,2023-05-03,,Standard,25,Business,19,0,5,0,Active
CUST1119,2023-05-25,2024-01-01,Basic,10,Student,78,7,5,1,Switched Competitor
CUST1120,2023-12-19,2024-06-23,Basic,10,Business,78,9,1,1,Poor Service
CUST1121,2023-10-27,2024-04-15,Basic,10,Student,89,8,1,1,Poor Service
CUST1122,2023-01-11,2023-03-30,Basic,10,Working Professional,109,11,4,1,Low Usage
CUST1123,2023-10-24,2024-09-30,Basic,10,Student,91,1,3,1,High Price
CUST1124,2023-05-24,,Premium,50,Student,84,4,5,0,Active
CUST1125,2023-12-04,,Standard,25,Student,40,6,3,0,Active
CUST1126,2023-09-12,,Standard,25,Student,99,1,1,0,Active
CUST1127,2023-04-26,2024-03-31,Premium,50,Business,16,6,4,1,Low Usage
CUST1128,2023-08-08,,Basic,10,Business,38,9,4,0,Active
CUST1129,2023-01-14,2023-07-22,Basic,10,Student,103,3,2,1,High Price
CUST1130,2023-04-06,2024-02-23,Standard,25,Business,97,4,3,1,Low Usage
CUST1131,2023-01-25,,Premium,50,Business,37,3,1,0,Active
CUST1132,2023-11-23,,Standard,25,Working Professional,99,7,3,0,Active
CUST1133,2023-07-19,,Basic,10,Working Professional,116,3,5,0,Active
CUST1134,2023-04-24,,Premium,50,Business,111,8,2,0,Active
CUST1135,2023-05-24,2024-01-21,Basic,10,Student,2,10,3,1,Switched Competitor
CUST1136,2023-03-15,2023-06-25,Premium,50,Student,33,3,5,1,Poor Service
CUST1137,2023-05-05,2023-10-19,Basic,10,Working Professional,31,4,1,1,High Price
CUST1138,2023-12-23,,Premium,50,Business,102,11,5,0,Active
CUST1139,2023-08-31,2024-08-26,Standard,25,Business,8,4,3,1,Low Usage
CUST1140,2023-05-02,2023-12-18,Standard,25,Business,113,4,5,1,Poor Service
CUST1141,2023-12-07,2024-07-06,Basic,10,Working Professional,51,10,2,1,Low Usage
CUST1142,2023-04-23,,Basic,10,Working Professional,51,6,4,0,Active
CUST1143,2023-06-21,,Basic,10,Business,33,3,2,0,Active
CUST1144,2023-12-18,,Basic,10,Student,44,0,5,0,Active
CUST1145,2023-04-24,2023-10-21,Basic,10,Business,42,4,1,1,Low Usage
CUST1146,2023-09-19,,Basic,10,Working Professional,70,10,3,0,Active
CUST1147,2023-12-31,2024-02-06,Standard,25,Business,2,6,3,1,High Price
CUST1148,2023-01-04,2023-09-22,Standard,25,Working Professional,98,10,4,1,Low Usage
CUST1149,2023-06-08,2023-10-10,Basic,10,Working Professional,119,4,5,1,High Price
CUST1150,2023-05-26,2023-11-17,Basic,10,Working Professional,52,9,1,1,Poor Service
CUST1151,2023-02-04,,Premium,50,Business,31,3,5,0,Active
CUST1152,2023-02-16,,Standard,25,Student,83,0,5,0,Active
CUST1153,2023-08-13,,Basic,10,Student,50,6,5,0,Active
CUST1154,2023-06-10,,Basic,10,Working Professional,82,2,5,0,Active
CUST1155,2023-08-03,2024-04-27,Standard,25,Business,83,9,3,1,Low Usage
CUST1156,2023-08-15,,Basic,10,Student,96,2,4,0,Active
CUST1157,2023-02-16,,Standard,25,Business,72,9,3,0,Active
CUST1158,2023-05-02,2023-07-22,Premium,50,Business,22,0,5,1,Poor Service
CUST1159,2023-05-30,2024-04-01,Premium,50,Working Professional,19,10,5,1,Low Usage
CUST1160,2023-10-05,,Basic,10,Working Professional,47,1,4,0,Active
CUST1161,2023-03-19,,Basic,10,Working Professional,45,2,1,0,Active
CUST1162,2023-08-21,,Standard,25,Business,92,4,3,0,Active
CUST1163,2023-11-01,,Premium,50,Business,10,6,4,0,Active
CUST1164,2023-05-24,2023-11-27,Basic,10,Working Professional,5,0,2,1,Switched Competitor
CUST1165,2023-03-18,2023-12-21,Basic,10,Business,78,6,1,1,Low Usage
CUST1166,2023-03-18,,Basic,10,Business,64,0,2,0,Active
CUST1167,2023-02-14,,Basic,10,Working Professional,24,11,4,0,Active
CUST1168,2023-12-16,,Standard,25,Business,96,0,1,0,Active
CUST1169,2023-03-09,2023-09-21,Standard,25,Student,116,10,5,1,Poor Service
CUST1170,2023-10-30,,Basic,10,Student,60,2,4,0,Active
CUST1171,2023-07-07,,Premium,50,Student,102,6,5,0,Active
CUST1172,2023-01-01,,Standard,25,Working Professional,65,4,4,0,Active
CUST1173,2023-01-14,,Basic,10,Student,83,10,1,0,Active
CUST1174,2023-01-20,2023-07-14,Standard,25,Business,32,10,1,1,Switched Competitor
CUST1175,2023-06-25,2023-12-22,Standard,25,Student,2,1,1,1,High Price
CUST1176,2023-01-05,2023-10-08,Standard,25,Student,85,5,5,1,High Price
CUST1177,2023-02-28,2023-10-05,Basic,10,Working Professional,79,8,1,1,Low Usage
CUST1178,2023-09-13,2024-02-10,Basic,10,Business,106,2,1,1,Switched Competitor
CUST1179,2023-09-09,,Basic,10,Student,69,2,4,0,Active
CUST1180,2023-11-29,,Standard,25,Business,55,6,4,0,Active
CUST1181,2023-06-12,,Basic,10,Student,26,11,3,0,Active
CUST1182,2023-07-04,2023-09-10,Standard,25,Business,84,5,2,1,Switched Competitor
CUST1183,2023-06-19,,Basic,10,Student,28,1,3,0,Active
CUST1184,2023-03-10,,Basic,10,Working Professional,57,2,5,0,Active
CUST1185,2023-11-13,2024-04-19,Premium,50,Student,93,7,3,1,Switched Competitor
CUST1186,2023-10-30,,Basic,10,Student,9,6,5,0,Active
CUST1187,2023-01-18,,Standard,25,Working Professional,56,7,4,0,Active
CUST1188,2023-01-12,,Standard,25,Business,110,4,1,0,Active
CUST1189,2023-06-14,2024-03-06,Premium,50,Business,77,5,4,1,Low Usage
CUST1190,2023-04-08,,Basic,10,Business,47,7,4,0,Active
CUST1191,2023-04-10,,Basic,10,Working Professional,50,2,4,0,Active
CUST1192,2023-01-12,2023-02-22,Standard,25,Student,12,3,2,1,Low Usage
CUST1193,2023-09-21,2024-06-22,Standard,25,Student,9,7,4,1,Low Usage
CUST1194,2023-01-16,2023-11-23,Premium,50,Business,62,4,3,1,Poor Service
CUST1195,2023-01-11,2023-12-31,Premium,50,Business,75,1,1,1,Switched Competitor
CUST1196,2023-11-27,2024-11-21,Basic,10,Working Professional,24,5,4,1,Poor Service
CUST1197,2023-01-04,,Basic,10,Working Professional,89,10,5,0,Active
CUST1198,2023-05-06,,Standard,25,Student,90,8,1,0,Active
CUST1199,2023-02-03,2023-04-14,Premium,50,Student,83,3,1,1,High Price
CUST1200,2023-11-01,2024-06-30,Premium,50,Student,83,10,5,1,Poor Service
CUST1201,2023-03-27,2023-09-16,Standard,25,Working Professional,6,1,2,1,Switched Competitor
CUST1202,2023-11-24,,Premium,50,Student,112,0,5,0,Active
CUST1203,2023-05-04,2023-10-22,Standard,25,Working Professional,43,8,3,1,Low Usage
CUST1204,2023-01-31,2023-06-22,Basic,10,Student,47,8,5,1,Low Usage
CUST1205,2023-05-28,,Basic,10,Business,22,4,5,0,Active
CUST1206,2023-09-08,,Standard,25,Working Professional,52,4,1,0,Active
CUST1207,2023-11-30,2024-10-28,Standard,25,Business,118,2,5,1,Low Usage
CUST1208,2023-09-18,,Premium,50,Business,74,6,4,0,Active
CUST1209,2023-06-10,2023-10-01,Premium,50,Student,43,8,1,1,Switched Competitor
CUST1210,2023-03-20,2024-03-01,Basic,10,Working Professional,14,5,1,1,Switched Competitor
CUST1211,2023-03-09,2023-08-25,Premium,50,Working Professional,19,7,1,1,Low Usage
CUST1212,2023-07-14,2023-09-14,Basic,10,Business,24,7,1,1,Switched Competitor
CUST1213,2023-08-05,2024-07-16,Basic,10,Business,46,10,2,1,Poor Service
CUST1214,2023-11-30,2024-06-19,Basic,10,Student,96,9,4,1,High Price
CUST1215,2023-05-28,2023-12-14,Standard,25,Working Professional,53,7,2,1,Low Usage
CUST1216,2023-06-16,,Basic,10,Business,34,10,3,0,Active
CUST1217,2023-06-28,,Premium,50,Student,55,11,2,0,Active
CUST1218,2023-03-12,,Premium,50,Working Professional,15,10,1,0,Active
CUST1219,2023-03-09,,Basic,10,Business,58,10,4,0,Active
CUST1220,2023-09-10,2024-04-01,Basic,10,Working Professional,112,8,2,1,High Price
CUST1221,2023-07-10,,Basic,10,Student,62,8,2,0,Active
CUST1222,2023-02-24,,Basic,10,Student,41,9,4,0,Active
CUST1223,2023-10-02,,Premium,50,Working Professional,114,4,2,0,Active
CUST1224,2023-09-05,,Basic,10,Working Professional,73,11,4,0,Active
CUST1225,2023-02-17,,Premium,50,Working Professional,66,11,3,0,Active
CUST1226,2023-02-07,2023-09-16,Standard,25,Working Professional,23,9,2,1,Switched Competitor
CUST1227,2023-04-19,,Premium,50,Working Professional,3,6,4,0,Active
CUST1228,2023-11-17,2024-04-12,Premium,50,Student,87,2,1,1,High Price
CUST1229,2023-11-27,,Premium,50,Business,2,3,4,0,Active
CUST1230,2023-04-26,2023-09-01,Basic,10,Working Professional,73,10,4,1,Switched Competitor
CUST1231,2023-06-12,2023-12-18,Standard,25,Business,52,4,1,1,High Price
CUST1232,2023-11-26,2024-05-08,Standard,25,Student,72,3,2,1,High Price
CUST1233,2023-02-18,2023-04-24,Basic,10,Working Professional,113,5,1,1,Poor Service
CUST1234,2023-09-12,2023-11-29,Basic,10,Working Professional,88,2,2,1,Low Usage
CUST1235,2023-05-02,2024-03-02,Standard,25,Business,78,6,5,1,Switched Competitor
CUST1236,2023-03-24,2023-08-21,Basic,10,Working Professional,63,9,4,1,High Price
CUST1237,2023-08-27,2024-03-04,Standard,25,Working Professional,49,6,5,1,Low Usage
CUST1238,2023-10-01,2024-07-30,Basic,10,Business,1,11,5,1,Switched Competitor
CUST1239,2023-10-08,,Premium,50,Business,43,0,3,0,Active
CUST1240,2023-12-07,,Basic,10,Student,40,4,1,0,Active
CUST1241,2023-04-14,2023-07-14,Premium,50,Business,4,7,1,1,High Price
CUST1242,2023-02-20,,Standard,25,Business,58,3,1,0,Active
CUST1243,2023-03-26,2023-10-09,Basic,10,Student,44,7,4,1,High Price
CUST1244,2023-04-01,,Standard,25,Business,54,6,1,0,Active
CUST1245,2023-11-05,2024-03-16,Standard,25,Student,44,5,3,1,High Price
CUST1246,2023-03-16,,Basic,10,Working Professional,75,0,4,0,Active
CUST1247,2023-11-14,,Basic,10,Working Professional,99,2,3,0,Active
CUST1248,2023-09-09,,Standard,25,Student,118,10,3,0,Active
CUST1249,2023-05-06,2023-08-02,Premium,50,Working Professional,98,9,4,1,Switched Competitor
CUST1250,2023-11-26,2024-01-28,Basic,10,Business,76,9,2,1,High Price
CUST1251,2023-05-05,,Premium,50,Student,60,3,2,0,Active
CUST1252,2023-12-13,2024-04-10,Basic,10,Student,67,2,2,1,Switched Competitor
CUST1253,2023-06-29,,Premium,50,Student,75,5,5,0,Active
CUST1254,2023-02-03,,Standard,25,Student,92,1,2,0,Active
CUST1255,2023-03-13,2024-01-21,Premium,50,Working Professional,6,7,5,1,Low Usage
CUST1256,2023-12-20,2024-04-30,Standard,25,Student,27,9,1,1,Low Usage
CUST1257,2023-07-04,,Standard,25,Student,68,8,4,0,Active
CUST1258,2023-07-27,2024-04-19,Basic,10,Working Professional,32,7,1,1,Poor Service
CUST1259,2023-10-07,2023-12-30,Standard,25,Student,12,3,1,1,High Price
CUST1260,2023-06-28,,Standard,25,Working Professional,4,1,1,0,Active
CUST1261,2023-12-16,,Premium,50,Working Professional,55,7,3,0,Active
CUST1262,2023-11-29,2024-02-08,Standard,25,Business,2,3,5,1,Low Usage
CUST1263,2023-12-22,2024-09-28,Standard,25,Business,14,7,1,1,High Price
CUST1264,2023-06-16,2023-08-01,Premium,50,Student,60,11,5,1,Poor Service
CUST1265,2023-04-20,,Basic,10,Business,57,9,5,0,Active
CUST1266,2023-01-27,2023-09-30,Standard,25,Working Professional,82,11,5,1,High Price
CUST1267,2023-03-10,,Basic,10,Student,9,3,2,0,Active
CUST1268,2023-02-06,,Basic,10,Working Professional,39,8,3,0,Active
CUST1269,2023-04-16,2023-07-29,Basic,10,Working Professional,5,10,1,1,Low Usage
CUST1270,2023-07-18,2024-03-10,Basic,10,Student,71,7,3,1,High Price
CUST1271,2023-07-21,2024-06-16,Basic,10,Business,77,4,4,1,Low Usage
CUST1272,2023-07-10,2024-04-20,Standard,25,Business,74,9,1,1,Switched Competitor
CUST1273,2023-03-06,2023-05-31,Basic,10,Working Professional,6,8,3,1,Switched Competitor
CUST1274,2023-11-24,2024-08-23,Premium,50,Working Professional,80,9,2,1,Low Usage
CUST1275,2023-12-16,2024-07-21,Standard,25,Student,85,10,4,1,High Price
CUST1276,2023-07-01,,Basic,10,Student,60,5,2,0,Active
CUST1277,2023-11-14,,Basic,10,Working Professional,32,6,3,0,Active
CUST1278,2023-05-18,2024-02-14,Basic,10,Business,91,0,3,1,Low Usage
CUST1279,2023-05-12,2023-11-20,Standard,25,Business,8,3,4,1,Low Usage
CUST1280,2023-01-21,2023-07-04,Premium,50,Working Professional,108,3,2,1,Switched Competitor
CUST1281,2023-08-22,,Premium,50,Working Professional,67,5,3,0,Active
CUST1282,2023-04-17,,Standard,25,Student,33,11,3,0,Active
CUST1283,2023-11-04,2024-03-31,Basic,10,Working Professional,47,1,5,1,Low Usage
CUST1284,2023-01-26,,Basic,10,Business,76,8,3,0,Active
CUST1285,2023-12-11,2024-11-17,Premium,50,Working Professional,83,10,2,1,Low Usage
CUST1286,2023-03-06,,Standard,25,Student,45,5,2,0,Active
CUST1287,2023-05-26,2024-01-31,Premium,50,Business,65,2,2,1,Poor Service
CUST1288,2023-10-29,,Standard,25,Business,38,3,5,0,Active
CUST1289,2023-07-24,2024-05-10,Standard,25,Student,48,10,1,1,Switched Competitor
CUST1290,2023-02-02,,Standard,25,Business,74,3,5,0,Active
CUST1291,2023-05-17,,Standard,25,Business,91,7,3,0,Active
CUST1292,2023-12-14,,Standard,25,Business,85,6,4,0,Active
CUST1293,2023-10-02,2023-12-10,Basic,10,Working Professional,16,8,1,1,High Price
CUST1294,2023-11-06,2024-08-29,Basic,10,Student,66,7,1,1,Low Usage
CUST1295,2023-02-20,2023-11-05,Basic,10,Working Professional,53,10,3,1,Poor Service
CUST1296,2023-07-17,2023-08-30,Basic,10,Student,70,10,2,1,High Price
CUST1297,2023-09-04,,Basic,10,Business,67,8,5,0,Active
CUST1298,2023-09-28,2024-01-19,Premium,50,Working Professional,90,2,1,1,Switched Competitor
CUST1299,2023-11-15,2024-09-11,Basic,10,Student,29,7,1,1,High Price
